,6AMay,3CJuly,6DMay,8CMay,8CJuly,6CMay,6AJuly,6DJuly,3AJuly,8BJuly,8BMay,3CMay,3BJuly,8AJuly,8AMay,3AMay,6CJuly,3BMay,0CJuly,0CMay,0AJuly,1DJuly,0BMay,1GMay,0BJuly,0AMay,1FJuly,1FMay,1DMay,1GJuly,taxonomy
denovo87,11,35,11,21,33,8,22,8,29,8,10,80,19,8,16,20,9,60,10,20,4,1,3,6,1,5,4,1,58,6,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
denovo48,7,0,7,12,15,3,10,3,0,3,20,0,0,3,0,0,1,0,26,34,19,14,3,84,7,31,41,27,68,84,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
denovo64,22,2,19,3,4,21,13,4,0,3,17,14,2,7,35,4,0,18,8,34,14,5,4,50,4,18,16,80,40,60,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
denovo22,20,2,37,3,15,31,13,4,1,9,20,3,2,8,39,0,7,2,27,14,18,8,17,45,12,8,27,76,27,18,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus
denovo39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,124,43,1,129,0,23,135,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,,,,
denovo70,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,37,16,80,18,8,69,20,22,41,40,45,69,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
denovo113,0,0,4,1,1,6,0,6,0,2,6,0,0,4,8,0,3,0,77,58,95,8,30,7,47,39,4,10,7,40,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
denovo38,37,24,22,60,22,23,8,16,21,2,4,63,22,5,10,29,2,45,2,5,4,1,3,1,3,0,4,0,21,3,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
denovo36,5,1,10,7,4,9,4,2,2,0,16,3,6,12,26,2,1,7,43,14,13,13,16,49,25,25,32,34,38,30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
denovo129,21,13,7,21,5,36,16,11,16,3,9,38,16,2,0,17,3,30,39,24,26,3,18,3,25,15,1,1,26,4,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
denovo92,30,17,23,32,53,34,16,19,4,13,44,6,23,23,43,14,12,17,3,2,2,5,1,2,0,0,1,3,2,3,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SJA-101,,
denovo76,11,53,2,33,20,5,18,4,22,9,19,41,33,5,13,86,8,61,0,0,0,1,0,2,0,0,0,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
denovo10,31,2,50,31,33,41,14,8,1,12,19,7,2,26,57,4,9,17,5,0,1,3,0,9,2,0,2,10,10,36,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
denovo32,0,0,8,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,129,41,67,4,43,10,59,33,10,7,10,8,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
denovo24,22,22,23,27,31,30,20,17,15,6,23,39,10,32,37,14,10,32,0,1,2,3,0,3,1,0,1,2,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
denovo6,43,0,66,51,48,42,14,8,3,16,46,0,3,14,22,4,18,8,0,0,0,1,0,0,0,0,0,3,0,3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
denovo18,1,2,3,1,1,3,1,1,0,1,7,1,1,12,14,2,1,0,52,31,41,4,40,60,12,27,32,29,14,12,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
denovo209,56,3,28,39,47,49,13,9,4,9,20,33,1,5,18,3,16,18,4,3,5,1,2,1,0,0,4,4,2,5,Bacteria,Chloroflexi,Anaerolineae,DRC31,,,
denovo49,0,0,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,98,124,53,0,43,0,25,37,0,0,1,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
denovo168,23,0,21,17,24,23,14,6,0,21,39,0,0,7,38,0,6,0,0,0,0,4,0,25,0,0,9,53,8,50,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
denovo51,14,39,9,39,19,25,21,6,12,7,21,14,19,12,7,25,10,46,2,5,2,7,0,3,1,0,1,2,7,5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
denovo60,23,23,9,38,30,25,24,6,14,15,23,17,11,18,20,21,8,35,3,1,1,1,0,0,2,0,2,0,5,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
denovo91,7,3,3,50,12,12,11,10,4,4,13,7,5,0,10,4,10,20,30,17,33,3,10,4,49,21,0,1,22,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
denovo307,17,34,3,28,26,19,32,4,5,7,15,21,13,14,5,25,7,47,5,7,2,2,1,1,4,5,2,0,10,1,Bacteria,Chloroflexi,Ellin6529,,,,
denovo20,5,65,0,14,14,6,40,5,31,7,11,13,16,9,5,49,7,56,2,1,1,1,2,0,1,1,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
denovo45,6,5,7,10,7,6,6,3,3,2,7,5,5,6,22,4,0,14,14,21,15,7,7,36,9,18,15,27,34,40,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
denovo41,34,8,10,28,15,28,22,12,3,10,26,12,6,29,61,8,4,22,1,5,0,1,0,0,0,1,0,0,1,0,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,,
denovo317,5,0,8,3,1,8,3,2,0,1,6,0,0,2,9,0,1,0,50,38,100,5,8,6,42,23,1,3,1,15,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
denovo47,9,9,5,4,1,12,2,3,8,1,5,13,23,3,3,7,3,22,10,13,8,7,8,33,11,6,5,23,25,53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
denovo247,33,3,23,12,10,22,4,1,2,2,14,22,2,2,27,9,6,25,0,0,1,3,0,29,0,1,13,18,37,11,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
denovo57,25,4,30,17,11,25,16,16,5,5,15,18,12,11,24,10,8,29,5,13,1,3,1,1,2,7,1,3,5,5,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
denovo355,31,4,23,35,40,27,7,11,0,18,34,5,4,16,29,6,15,10,0,0,0,1,0,1,0,0,0,1,0,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SJA-101,,
denovo100,5,2,5,25,22,13,10,1,9,8,15,11,17,21,15,14,9,27,8,15,9,4,1,11,6,5,4,4,17,3,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
denovo28,11,6,2,26,37,3,14,6,0,29,87,4,8,29,29,2,10,12,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,,
denovo96,0,2,1,1,1,0,1,0,0,3,0,1,1,1,3,2,0,0,34,90,59,6,32,3,28,17,4,13,9,2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
denovo11,2,37,2,29,12,0,12,4,15,4,15,33,10,14,28,33,1,39,0,0,0,6,1,1,1,1,1,0,2,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
denovo61,1,4,3,4,9,5,1,0,4,1,9,14,3,10,12,10,1,19,1,1,0,6,0,51,0,0,14,27,38,54,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,
denovo99,10,18,15,16,26,26,15,5,18,16,15,23,19,14,6,22,5,10,0,2,0,1,0,2,0,0,7,2,4,3,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
denovo16,33,0,21,67,28,29,14,9,1,3,18,10,3,8,9,3,6,4,6,6,1,2,0,3,1,2,0,3,9,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,,
denovo322,3,0,4,5,5,4,0,1,2,0,8,1,0,4,7,0,2,1,12,7,19,14,5,53,21,2,16,24,31,46,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,
denovo172,5,24,0,1,2,3,6,1,12,3,2,52,14,12,9,28,0,36,9,41,8,2,6,3,4,8,0,1,4,0,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
denovo62,20,2,47,6,22,18,6,1,0,5,13,2,0,16,6,1,1,0,8,1,5,13,0,24,0,11,22,22,4,13,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
denovo53,19,2,32,25,26,23,9,13,0,9,32,2,1,14,37,4,11,7,2,0,0,1,0,2,0,0,1,2,5,1,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
denovo59,8,8,11,23,23,11,3,4,1,7,23,1,3,7,27,4,1,3,14,9,15,6,9,3,11,11,1,4,13,9,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
denovo82,2,5,0,2,5,3,3,0,0,7,29,4,3,5,19,6,0,19,0,0,0,0,0,160,0,0,0,0,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,
denovo166,12,45,4,7,4,6,6,1,14,7,13,37,10,8,1,25,12,45,7,4,1,2,0,0,0,0,0,0,0,0,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
denovo135,10,7,2,16,9,14,8,5,5,7,7,13,4,6,14,6,1,7,22,11,14,3,1,12,13,7,4,8,11,20,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
denovo111,6,5,7,4,16,8,18,6,3,15,35,4,7,10,12,2,6,2,27,12,11,4,3,3,9,6,2,4,14,4,Bacteria,Proteobacteria,Gammaproteobacteria,Marinicellales,Marinicellaceae,,
denovo176,25,11,8,7,19,13,6,3,12,23,6,19,12,5,22,16,4,18,13,3,5,2,0,3,2,1,0,3,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer,
denovo278,8,2,1,41,67,6,17,1,1,12,67,0,0,10,6,2,3,0,0,2,0,2,0,3,0,0,0,2,4,2,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,
denovo114,11,3,8,34,11,5,5,4,0,9,46,6,7,31,36,4,6,2,7,6,2,1,1,2,2,4,1,0,1,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,,
denovo124,0,0,0,30,16,1,0,0,0,9,28,0,0,14,25,0,0,0,2,4,7,8,2,29,3,4,14,13,12,33,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
denovo89,21,9,1,10,11,15,11,0,3,1,28,11,9,13,18,3,10,9,4,6,7,3,1,14,2,1,16,9,5,1,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,,
denovo142,10,6,13,21,23,26,3,7,3,9,30,17,6,11,23,2,8,13,4,3,0,1,0,1,3,0,1,1,4,2,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
denovo27,0,0,2,4,6,0,1,2,0,1,6,0,0,3,1,0,0,0,3,4,5,12,1,34,1,4,11,12,31,106,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
denovo326,10,3,10,19,19,13,3,4,1,4,17,8,0,12,24,1,6,5,3,1,1,6,0,16,6,0,5,10,30,12,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
denovo724,6,32,7,14,8,5,23,7,9,4,10,6,10,9,2,31,1,18,5,3,6,3,1,7,6,1,1,3,5,5,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
denovo230,7,0,8,3,16,12,8,3,0,3,10,1,0,10,2,0,3,1,0,0,4,14,1,28,0,0,8,19,15,70,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,
denovo137,3,0,12,0,7,3,5,0,0,2,10,0,0,10,5,0,2,0,9,4,6,3,3,42,10,4,3,37,20,46,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
denovo94,6,0,9,7,14,3,2,3,0,4,34,0,0,15,21,0,0,0,5,1,7,4,3,8,36,3,6,14,8,25,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,
denovo218,8,0,6,0,7,1,1,1,1,4,10,3,1,13,28,3,4,4,3,5,5,5,1,26,1,3,23,18,17,36,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
denovo387,1,0,4,4,3,3,0,2,1,1,10,2,2,6,6,3,1,5,26,26,33,2,3,21,12,12,6,8,16,16,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
denovo598,4,18,2,5,6,2,4,2,6,0,11,26,9,2,8,14,1,34,10,10,6,0,3,9,2,10,2,5,12,8,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
denovo104,14,2,8,2,2,8,4,3,12,3,9,18,15,10,12,17,2,20,2,2,2,9,0,4,0,0,4,2,30,14,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
denovo73,36,1,20,18,12,36,5,6,4,6,18,2,6,13,21,4,12,9,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,HTCC2188,HTCC,
denovo1206,3,9,9,9,9,2,2,0,3,3,3,18,5,3,16,10,0,23,6,11,4,5,2,26,1,1,9,5,19,10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
denovo83,11,4,4,1,4,18,3,0,1,3,6,2,7,3,16,2,1,11,31,7,6,2,1,17,14,4,4,16,24,2,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,,
denovo112,16,2,11,8,14,10,3,2,0,8,28,6,4,9,33,4,0,9,0,1,0,6,0,13,1,0,7,11,8,10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
denovo180,1,1,0,0,0,2,0,0,0,1,3,0,0,4,14,0,1,1,2,1,1,4,2,59,1,4,3,28,36,50,Bacteria,Firmicutes,Bacilli,Bacillales,,,
denovo63,0,0,0,2,0,1,0,1,0,0,2,4,1,5,3,0,0,0,31,12,27,8,5,23,8,15,18,10,8,31,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,natatoria
denovo15,20,0,18,24,16,31,17,18,4,12,19,0,0,0,11,6,7,6,0,0,0,0,0,2,0,1,0,0,0,3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
denovo86,9,2,10,7,12,5,1,0,1,3,5,10,6,12,27,6,3,10,0,0,0,8,0,10,0,0,17,9,15,27,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
denovo453,6,23,4,10,8,9,8,2,6,3,11,35,2,3,9,9,3,19,3,4,2,2,1,5,3,3,1,1,12,7,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
denovo144,30,4,23,18,18,32,6,6,0,8,29,4,0,13,14,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
denovo81,7,7,0,6,1,1,2,0,12,2,3,19,16,2,5,5,1,20,16,37,9,4,15,7,3,2,3,0,7,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
denovo116,13,0,39,22,25,10,8,6,1,9,20,6,9,7,8,1,3,6,2,3,1,0,0,2,0,0,0,1,2,7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
denovo106,10,1,22,23,9,12,3,5,5,7,18,4,3,5,16,5,8,6,13,9,9,1,2,2,4,0,0,2,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,,
denovo164,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,16,15,13,3,12,70,5,8,6,30,19,7,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,,
denovo29,20,9,14,9,15,9,13,4,6,7,20,13,7,12,8,11,3,12,2,1,0,1,1,2,2,1,1,1,1,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
denovo23,0,0,4,1,1,0,1,1,0,3,3,0,1,1,15,0,7,2,11,6,7,9,1,26,1,4,15,19,39,30,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,
denovo123,5,3,5,3,3,10,2,3,3,2,7,10,9,5,9,7,2,9,20,15,14,5,8,12,6,5,5,4,10,5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
denovo95,16,0,16,7,11,27,4,1,0,3,20,2,0,2,13,4,4,5,19,8,21,3,1,1,8,4,2,1,1,1,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,,
denovo35,12,11,2,13,9,19,14,3,4,9,19,6,7,11,25,5,14,16,0,0,0,2,0,2,0,0,2,0,0,0,Bacteria,Chloroflexi,Anaerolineae,CFB-26,,,
denovo581,11,5,10,6,1,2,3,6,4,1,2,6,0,1,3,5,0,7,24,25,10,1,13,5,21,14,1,1,17,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
denovo449,11,0,7,44,26,26,5,3,2,9,32,0,1,7,17,4,3,2,0,0,0,0,0,1,0,2,0,0,1,0,Bacteria,Proteobacteria,Deltaproteobacteria,Entotheonellales,Entotheonellaceae,Candidatus Entotheonella,
denovo8,4,0,17,6,16,13,7,5,4,2,10,1,4,7,10,1,3,3,3,0,2,9,0,6,2,1,3,10,12,42,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,
denovo779,3,1,3,0,0,2,1,2,1,2,3,0,1,2,4,1,1,2,1,3,3,10,0,45,0,5,11,29,39,24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
denovo313,7,4,6,21,7,10,12,9,2,8,15,0,7,7,6,0,6,5,12,4,8,7,0,4,7,4,1,9,2,7,Bacteria,Chloroflexi,Ellin6529,,,,
denovo55,20,0,28,3,11,28,8,5,0,6,7,0,0,8,10,0,7,0,9,7,8,0,6,2,13,3,1,2,0,5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
denovo378,7,6,7,39,34,2,8,1,7,0,14,14,2,7,2,10,1,13,6,3,4,0,0,0,3,4,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,envOPS12,,,
denovo85,4,0,6,2,7,5,0,0,0,2,2,0,0,1,0,0,1,0,22,13,26,5,11,7,18,6,3,26,3,24,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,,
denovo571,0,12,1,0,0,2,1,0,3,0,0,8,14,1,3,16,0,8,5,1,0,7,1,35,3,1,5,19,20,27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
denovo66,10,5,7,26,22,13,27,18,2,7,20,1,0,8,10,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
denovo33,4,2,3,34,24,1,18,0,0,13,35,0,0,32,15,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
denovo147,3,9,14,14,24,9,23,13,2,11,25,2,3,7,10,2,13,5,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
denovo88,2,13,5,23,3,2,8,2,14,3,23,10,11,24,21,14,2,8,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
denovo107,11,11,1,0,5,3,15,0,10,2,1,38,13,3,4,25,5,38,0,0,0,1,0,1,0,1,0,0,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
denovo101,9,13,9,23,11,11,23,6,7,6,10,3,1,6,5,11,3,12,1,0,0,2,1,2,0,0,1,3,0,5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
